time_s,ecg_raw,ecg_cleaned
3.569999999999999840e-01,5.320000000000000000e+02,4.666798208373369761e+01
3.579999999999999849e-01,5.310000000000000000e+02,4.625370628965680453e+01
3.589999999999999858e-01,5.310000000000000000e+02,4.585991141705082441e+01
3.599999999999999867e-01,5.340000000000000000e+02,4.549101859221577371e+01
3.609999999999999876e-01,5.370000000000000000e+02,4.515120709729054482e+01
3.619999999999999885e-01,5.380000000000000000e+02,4.484422121720481869e+01
3.629999999999999893e-01,5.360000000000000000e+02,4.457301204342424938e+01
3.639999999999999902e-01,5.340000000000000000e+02,4.433920044895087642e+01
3.649999999999999911e-01,5.310000000000000000e+02,4.414239364617957762e+01
3.659999999999999920e-01,5.270000000000000000e+02,4.397944272354998674e+01
3.669999999999999929e-01,5.240000000000000000e+02,4.384377364488065609e+01
3.679999999999999938e-01,5.230000000000000000e+02,4.372494290332529943e+01
3.689999999999999947e-01,5.250000000000000000e+02,4.360855163428323777e+01
3.699999999999999956e-01,5.300000000000000000e+02,4.347659842125424490e+01
3.709999999999999964e-01,5.340000000000000000e+02,4.330827361388885066e+01
3.719999999999999973e-01,5.330000000000000000e+02,4.308112034145909064e+01
3.729999999999999982e-01,5.310000000000000000e+02,4.277243522656971919e+01
3.739999999999999991e-01,5.300000000000000000e+02,4.236076853936698683e+01
3.750000000000000000e-01,5.290000000000000000e+02,4.182740247051722093e+01
3.760000000000000009e-01,5.270000000000000000e+02,4.115771743611355760e+01
3.770000000000000018e-01,5.270000000000000000e+02,4.034238161021708891e+01
3.780000000000000027e-01,5.290000000000000000e+02,3.937830987437878605e+01
3.790000000000000036e-01,5.310000000000000000e+02,3.826933589827132920e+01
3.800000000000000044e-01,5.300000000000000000e+02,3.702653299266363973e+01
3.810000000000000053e-01,5.290000000000000000e+02,3.566811834505887191e+01
3.820000000000000062e-01,5.260000000000000000e+02,3.421889211470032421e+01
3.830000000000000071e-01,5.230000000000000000e+02,3.270919925946249407e+01
3.840000000000000080e-01,5.220000000000000000e+02,3.117344971144641974e+01
