time_s,ecg_raw,ecg_cleaned
2.550000000000000044e-01,5.180000000000000000e+02,4.879707194858046648e+01
2.560000000000000053e-01,5.160000000000000000e+02,4.785058037526984265e+01
2.570000000000000062e-01,5.160000000000000000e+02,4.707349455723917941e+01
2.580000000000000071e-01,5.180000000000000000e+02,4.646638405939695105e+01
2.590000000000000080e-01,5.190000000000000000e+02,4.602238732051955594e+01
2.600000000000000089e-01,5.210000000000000000e+02,4.572775277311515651e+01
2.610000000000000098e-01,5.220000000000000000e+02,4.556268591993591599e+01
2.620000000000000107e-01,5.230000000000000000e+02,4.550245072358267606e+01
2.630000000000000115e-01,5.240000000000000000e+02,4.551866222244149185e+01
2.640000000000000124e-01,5.250000000000000000e+02,4.558069991806465282e+01
2.650000000000000133e-01,5.260000000000000000e+02,4.565716847014522983e+01
2.660000000000000142e-01,5.280000000000000000e+02,4.571733355700524015e+01
2.670000000000000151e-01,5.280000000000000000e+02,4.573246608454186202e+01
2.680000000000000160e-01,5.270000000000000000e+02,4.567703666616455394e+01
2.690000000000000169e-01,5.250000000000000000e+02,4.552971365886730837e+01
2.700000000000000178e-01,5.230000000000000000e+02,4.527413110491681891e+01
2.710000000000000187e-01,5.210000000000000000e+02,4.489940672439719549e+01
2.720000000000000195e-01,5.190000000000000000e+02,4.440040369244297125e+01
2.730000000000000204e-01,5.190000000000000000e+02,4.377774248269378887e+01
2.740000000000000213e-01,5.210000000000000000e+02,4.303757989554082286e+01
2.750000000000000222e-01,5.190000000000000000e+02,4.219118105040783462e+01
2.760000000000000231e-01,5.160000000000000000e+02,4.125431636247724754e+01
2.770000000000000240e-01,5.130000000000000000e+02,4.024651932184030301e+01
2.780000000000000249e-01,5.130000000000000000e+02,3.919024241834680566e+01
2.790000000000000258e-01,5.160000000000000000e+02,3.810994813521109847e+01
2.800000000000000266e-01,5.170000000000000000e+02,3.703116999962379197e+01
2.810000000000000275e-01,5.150000000000000000e+02,3.597957570767516700e+01
2.819999999999999729e-01,5.130000000000000000e+02,3.498006080384039507e+01
